time_s,rsrp_dbm,sinr_db,cqi
0.502,-72.54986659837274,24.182997686579345,15
0.503,-72.06254927876078,24.669800324957272,15
0.504,-72.6038807052837,24.127954229683656,15
0.505,-72.98746162537192,23.743858653479982,15
0.506,-73.44313131123121,23.287674324292468,15
0.507,-74.10632939092537,22.623961614209314,14
0.508,-73.98402132538368,22.74575506245331,14
0.509,-74.5978853185435,22.131376465239132,14
0.51,-74.27112831244544,22.457618880678325,14
0.511,-74.22403005313575,22.50420256287677,14
0.512,-74.33564280044988,22.392075252151198,14
0.513,-74.99871983416571,21.728483668875963,14
0.514,-75.36007125342226,21.36661771406429,14
0.515,-74.59900287539868,22.127171570689335,14
0.516,-74.07989745587894,22.645762483119462,14
0.517,-74.81098372744434,21.9141617189257,14
0.518,-74.61715528423035,22.107475684125014,14
0.519,-73.88871044006476,22.83540606504204,14
0.52,-75.20248858021294,21.52111347656385,14
0.521,-74.62342232891564,22.099665294602254,14
0.522,-75.07034084305532,21.652232362427274,14
0.523,-74.4737021454429,22.248356657380594,14
0.524,-75.01009518894328,21.711449226749913,14
0.525,-76.39116963019421,20.32986041405013,13
0.526,-77.56941991086128,19.151095777768344,13
0.527,-77.30694716228535,19.41305418671638,13
0.528,-76.87887024981988,19.840616775693558,13
0.529,-77.4358599311884,19.28311278712912,13
0.53,-76.68735036285904,20.031108064707727,13
0.531,-77.88151192091865,18.836432232495415,12
0.532,-77.70100222051325,19.01642767549905,13
0.533,-78.47977227205183,18.23714338346254,12
0.534,-78.7622668581727,17.954134573900543,12
0.535,-78.45186466084839,18.264022564993514,12
0.536,-78.90874115193081,17.806631885042556,12
0.537,-78.95151234235149,17.763346523269213,12
0.538,-77.83581468432675,18.87853002761026,12
0.539,-78.08126538830251,18.63256518777287,12
0.54,-77.14206525759815,19.571251200590854,13
0.541,-77.87481331903359,18.837989039397478,12
0.542,-77.19806920304251,19.514219073912294,13
0.543,-75.79005731141284,20.9217169025006,13
0.544,-77.69259712731777,19.018663042142542,13
0.545,-78.12618223385805,18.584563909890658,12
0.546,-77.39970883788098,19.31052329905103,13
0.547,-77.35096900120827,19.358749147955354,13
0.548,-76.82657793010416,19.882626250492788,13
0.549,-77.13401618553573,19.574674045849736,13
0.55,-76.85476963607805,19.853406665604613,13
0.551,-76.78808021384653,19.919582177795537,13
0.552,-75.62335022810393,21.083798273313295,14
0.553,-75.26469596888194,21.441938662279814,14
0.554,-74.85112560913885,21.8549951718904,14
0.555,-75.07729776030853,21.628309190864883,14
0.556,-75.35731612610117,21.347777015646734,14
0.557,-75.58026982680143,21.124309526105026,14
0.558,-75.1064594380022,21.597606146800622,14
0.559,-75.32965473660249,21.3738971009883,14
0.56,-74.9527544936798,21.7502836177444,14
0.561,-73.10587795705473,23.596646449402172,15
0.562,-72.33429968421983,24.36771103862293,15
0.5630000000000001,-72.58908057885313,24.11241648188259,15
0.5640000000000001,-71.56350166534844,25.137481754941263,15
0.5650000000000001,-71.91718950493552,24.78328029672321,15
0.5660000000000001,-73.61223837067762,23.087717834319186,15
0.5670000000000001,-74.38280123946573,22.316641390992228,14
0.5680000000000001,-75.83990971439572,20.859019363800584,13
0.5690000000000001,-75.97518686369085,20.723228684675075,13
0.5700000000000001,-75.79733093116097,20.90057110996,13
0.5710000000000001,-74.24766336070851,22.44972519590712,14
0.5720000000000001,-73.8821910258576,22.814684069146498,14
0.5730000000000001,-73.98535152448541,22.71101013195522,14
0.5740000000000001,-73.21234696178422,23.48350127929526,15
0.5750000000000001,-74.99877502583335,21.696559823241593,14
0.5760000000000001,-74.6788950106105,22.01592646997089,14
0.577,-73.92660884440171,22.76769929135144,14
0.578,-75.07503901864983,21.61875579609481,14
0.579,-73.99665738253832,22.696624135171966,14
0.58,-73.63101041747244,23.0617578273321,15
0.581,-73.90678281515625,22.785472181025664,14
0.582,-73.29985281024554,23.39188896175136,15
0.583,-71.35500279060497,25.336225781799094,15
0.584,-71.22499536205706,25.46572003550093,15
0.585,-71.04493667571232,25.645265571900985,15
0.586,-71.46045309085878,25.229236031865845,15
0.587,-72.18401574412927,24.505160278917387,15
